Region,Country/Area,Year,Series,Value,Footnotes,Source
112,Belarus,1995,Total supply (petajoules),"1,038",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2000,Total supply (petajoules),"1,029",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2005,Total supply (petajoules),"1,121",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2010,Total supply (petajoules),"1,152",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2015,Total supply (petajoules),"1,067",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2017,Total supply (petajoules),"1,081",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2018,Total supply (petajoules),"1,129",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2019,Total supply (petajoules),"1,081",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,1995,Supply per capita (gigajoules),101,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2000,Supply per capita (gigajoules),102,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2005,Supply per capita (gigajoules),114,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2010,Supply per capita (gigajoules),122,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2015,Supply per capita (gigajoules),113,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2017,Supply per capita (gigajoules),114,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2018,Supply per capita (gigajoules),119,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
112,Belarus,2019,Supply per capita (gigajoules),114,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,1995,Primary energy production (petajoules),495,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2000,Primary energy production (petajoules),570,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2005,Primary energy production (petajoules),577,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2010,Primary energy production (petajoules),650,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2015,Primary energy production (petajoules),446,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2017,Primary energy production (petajoules),628,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2018,Primary energy production (petajoules),486,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2019,Primary energy production (petajoules),656,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"1,765",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"1,827",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"1,861",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"1,867",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"1,776",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"1,623",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"1,755",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"1,668",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,1995,Changes in stocks (petajoules),29,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2000,Changes in stocks (petajoules),-21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2005,Changes in stocks (petajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2010,Changes in stocks (petajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2015,Changes in stocks (petajoules),39,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2017,Changes in stocks (petajoules),-53,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2018,Changes in stocks (petajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2019,Changes in stocks (petajoules),36,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,1995,Total supply (petajoules),"2,231",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2000,Total supply (petajoules),"2,418",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2005,Total supply (petajoules),"2,421",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2010,Total supply (petajoules),"2,499",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2015,Total supply (petajoules),"2,183",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2017,Total supply (petajoules),"2,304",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2018,Total supply (petajoules),"2,221",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2019,Total supply (petajoules),"2,288",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,1995,Supply per capita (gigajoules),221,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2000,Supply per capita (gigajoules),238,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2005,Supply per capita (gigajoules),232,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2010,Supply per capita (gigajoules),228,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2015,Supply per capita (gigajoules),193,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2017,Supply per capita (gigajoules),202,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2018,Supply per capita (gigajoules),193,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
56,Belgium,2019,Supply per capita (gigajoules),198,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,1995,Primary energy production (petajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2000,Primary energy production (petajoules),5,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2005,Primary energy production (petajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2010,Primary energy production (petajoules),14,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2015,Primary energy production (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2017,Primary energy production (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2018,Primary energy production (petajoules),8,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2019,Primary energy production (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,1995,Net imports [Imports - Exports - Bunkers] (petajoules),6,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2000,Net imports [Imports - Exports - Bunkers] (petajoules),6,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2005,Net imports [Imports - Exports - Bunkers] (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2015,Net imports [Imports - Exports - Bunkers] (petajoules),6,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2017,Net imports [Imports - Exports - Bunkers] (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2018,Net imports [Imports - Exports - Bunkers] (petajoules),8,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2019,Net imports [Imports - Exports - Bunkers] (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2010,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2015,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2017,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2018,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2019,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,1995,Total supply (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2000,Total supply (petajoules),11,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2005,Total supply (petajoules),11,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2010,Total supply (petajoules),13,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2015,Total supply (petajoules),16,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2017,Total supply (petajoules),16,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2018,Total supply (petajoules),16,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2019,Total supply (petajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,1995,Supply per capita (gigajoules),44,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2000,Supply per capita (gigajoules),44,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2005,Supply per capita (gigajoules),39,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2010,Supply per capita (gigajoules),40,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2015,Supply per capita (gigajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2017,Supply per capita (gigajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2018,Supply per capita (gigajoules),41,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
84,Belize,2019,Supply per capita (gigajoules),44,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,1995,Primary energy production (petajoules),78,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2000,Primary energy production (petajoules),61,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2005,Primary energy production (petajoules),70,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2010,Primary energy production (petajoules),82,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2015,Primary energy production (petajoules),104,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2017,Primary energy production (petajoules),110,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2018,Primary energy production (petajoules),113,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2019,Primary energy production (petajoules),121,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,1995,Net imports [Imports - Exports - Bunkers] (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2000,Net imports [Imports - Exports - Bunkers] (petajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2005,Net imports [Imports - Exports - Bunkers] (petajoules),37,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2010,Net imports [Imports - Exports - Bunkers] (petajoules),67,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2015,Net imports [Imports - Exports - Bunkers] (petajoules),77,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2017,Net imports [Imports - Exports - Bunkers] (petajoules),96,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2018,Net imports [Imports - Exports - Bunkers] (petajoules),108,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2019,Net imports [Imports - Exports - Bunkers] (petajoules),100,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,1995,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2000,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2005,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2010,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2015,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2017,Changes in stocks (petajoules),-2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2018,Changes in stocks (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2019,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,1995,Total supply (petajoules),87,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2000,Total supply (petajoules),83,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2005,Total supply (petajoules),104,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2010,Total supply (petajoules),149,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2015,Total supply (petajoules),180,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2017,Total supply (petajoules),207,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2018,Total supply (petajoules),219,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2019,Total supply (petajoules),220,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,1995,Supply per capita (gigajoules),15,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2000,Supply per capita (gigajoules),13,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2005,Supply per capita (gigajoules),14,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2010,Supply per capita (gigajoules),16,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2015,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2017,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2018,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
204,Benin,2019,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,1995,Primary energy production (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2000,Primary energy production (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2005,Primary energy production (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2010,Primary energy production (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2015,Primary energy production (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2017,Primary energy production (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2018,Primary energy production (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2019,Primary energy production (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,1995,Net imports [Imports - Exports - Bunkers] (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2000,Net imports [Imports - Exports - Bunkers] (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2005,Net imports [Imports - Exports - Bunkers] (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2010,Net imports [Imports - Exports - Bunkers] (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2015,Net imports [Imports - Exports - Bunkers] (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2017,Net imports [Imports - Exports - Bunkers] (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2018,Net imports [Imports - Exports - Bunkers] (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2019,Net imports [Imports - Exports - Bunkers] (petajoules),8,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2015,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2017,Changes in stocks (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2018,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2019,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,1995,Total supply (petajoules),8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2000,Total supply (petajoules),8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2005,Total supply (petajoules),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2010,Total supply (petajoules),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2015,Total supply (petajoules),8,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2017,Total supply (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2018,Total supply (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2019,Total supply (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,1995,Supply per capita (gigajoules),128,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2000,Supply per capita (gigajoules),124,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2005,Supply per capita (gigajoules),135,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2010,Supply per capita (gigajoules),135,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2015,Supply per capita (gigajoules),127,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2017,Supply per capita (gigajoules),147,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2018,Supply per capita (gigajoules),164,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
60,Bermuda,2019,Supply per capita (gigajoules),138,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,1995,Primary energy production (petajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2000,Primary energy production (petajoules),46,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2005,Primary energy production (petajoules),53,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2010,Primary energy production (petajoules),73,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2015,Primary energy production (petajoules),77,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2017,Primary energy production (petajoules),79,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2018,Primary energy production (petajoules),78,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2019,Primary energy production (petajoules),85,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-5,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-16,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-13,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-12,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2018,Net imports [Imports - Exports - Bunkers] (petajoules),-7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2019,Net imports [Imports - Exports - Bunkers] (petajoules),-13,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,1995,Total supply (petajoules),39,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2000,Total supply (petajoules),44,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2005,Total supply (petajoules),48,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2010,Total supply (petajoules),57,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2015,Total supply (petajoules),64,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2017,Total supply (petajoules),67,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2018,Total supply (petajoules),70,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2019,Total supply (petajoules),71,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,1995,Supply per capita (gigajoules),76,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2000,Supply per capita (gigajoules),77,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2005,Supply per capita (gigajoules),73,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2010,Supply per capita (gigajoules),83,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2015,Supply per capita (gigajoules),88,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2017,Supply per capita (gigajoules),90,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2018,Supply per capita (gigajoules),93,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
64,Bhutan,2019,Supply per capita (gigajoules),94,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
