Region,Country/Area,Year,Series,Value,Footnotes,Source
578,Norway,2000,Supply per capita (gigajoules),243,Including Svalbard and Jan Mayen Islands.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
578,Norway,2005,Supply per capita (gigajoules),263,Including Svalbard and Jan Mayen Islands.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
578,Norway,2010,Supply per capita (gigajoules),277,Including Svalbard and Jan Mayen Islands.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
578,Norway,2015,Supply per capita (gigajoules),234,Including Svalbard and Jan Mayen Islands.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
578,Norway,2017,Supply per capita (gigajoules),232,Including Svalbard and Jan Mayen Islands.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
578,Norway,2018,Supply per capita (gigajoules),234,Including Svalbard and Jan Mayen Islands.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
578,Norway,2019,Supply per capita (gigajoules),216,Including Svalbard and Jan Mayen Islands.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,1995,Primary energy production (petajoules),"1,931",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2000,Primary energy production (petajoules),"2,359",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2005,Primary energy production (petajoules),"2,356",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2010,Primary energy production (petajoules),"2,793",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2015,Primary energy production (petajoules),"3,228",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2017,Primary energy production (petajoules),"3,242",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2018,Primary energy production (petajoules),"3,446",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2019,Primary energy production (petajoules),"3,448",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,710",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,079",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,912",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,975",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,126",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,113",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,302",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,427",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,1995,Changes in stocks (petajoules),-15,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2000,Changes in stocks (petajoules),-38,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2005,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2010,Changes in stocks (petajoules),-7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2015,Changes in stocks (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2017,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2018,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2019,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,1995,Total supply (petajoules),236,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2000,Total supply (petajoules),319,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2005,Total supply (petajoules),445,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2010,Total supply (petajoules),825,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2015,Total supply (petajoules),"1,100",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2017,Total supply (petajoules),"1,130",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2018,Total supply (petajoules),"1,143",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2019,Total supply (petajoules),"1,021",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,1995,Supply per capita (gigajoules),106,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2000,Supply per capita (gigajoules),141,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2005,Supply per capita (gigajoules),183,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2010,Supply per capita (gigajoules),271,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2015,Supply per capita (gigajoules),258,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2017,Supply per capita (gigajoules),242,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2018,Supply per capita (gigajoules),237,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
512,Oman,2019,Supply per capita (gigajoules),205,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,1995,Primary energy production (petajoules),458,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2000,Primary energy production (petajoules),498,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2005,Primary energy production (petajoules),530,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2010,Primary energy production (petajoules),549,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2015,Primary energy production (petajoules),502,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2017,Primary energy production (petajoules),355,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2018,Primary energy production (petajoules),412,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2019,Primary energy production (petajoules),475,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"2,265",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"3,077",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"3,744",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"4,069",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"4,183",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"4,338",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"4,196",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"4,100",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,1995,Changes in stocks (petajoules),111,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2000,Changes in stocks (petajoules),65,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2005,Changes in stocks (petajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2010,Changes in stocks (petajoules),-6,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2015,Changes in stocks (petajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2017,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2018,Changes in stocks (petajoules),-28,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2019,Changes in stocks (petajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,1995,Total supply (petajoules),"2,612",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2000,Total supply (petajoules),"3,510",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2005,Total supply (petajoules),"4,231",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2010,Total supply (petajoules),"4,624",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2015,Total supply (petajoules),"4,666",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2017,Total supply (petajoules),"4,693",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2018,Total supply (petajoules),"4,635",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2019,Total supply (petajoules),"4,558",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,1995,Supply per capita (gigajoules),122,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2000,Supply per capita (gigajoules),158,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2005,Supply per capita (gigajoules),186,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2010,Supply per capita (gigajoules),199,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2015,Supply per capita (gigajoules),198,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2017,Supply per capita (gigajoules),198,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2018,Supply per capita (gigajoules),195,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
158,Other non-specified areas,2019,Supply per capita (gigajoules),192,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,1995,Primary energy production (petajoules),"1,653",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2000,Primary energy production (petajoules),"1,758",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2005,Primary energy production (petajoules),"2,342",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2010,Primary energy production (petajoules),"2,252",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2015,Primary energy production (petajoules),"2,302",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2017,Primary energy production (petajoules),"2,333",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2018,Primary energy production (petajoules),"2,350",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2019,Primary energy production (petajoules),"2,366",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),529,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),680,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),633,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),843,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"1,025",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"1,658",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"1,483",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"1,483",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2000,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2005,Changes in stocks (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2010,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2015,Changes in stocks (petajoules),13,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2017,Changes in stocks (petajoules),-3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2018,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,1995,Total supply (petajoules),"2,182",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2000,Total supply (petajoules),"2,437",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2005,Total supply (petajoules),"2,964",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2010,Total supply (petajoules),"3,092",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2015,Total supply (petajoules),"3,314",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2017,Total supply (petajoules),"3,994",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2018,Total supply (petajoules),"3,834",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2019,Total supply (petajoules),"3,849",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,1995,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2000,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2005,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2010,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2015,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2017,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2018,Supply per capita (gigajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
586,Pakistan,2019,Supply per capita (gigajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2017,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2018,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2019,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,1995,Net imports [Imports - Exports - Bunkers] (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2000,Net imports [Imports - Exports - Bunkers] (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2005,Net imports [Imports - Exports - Bunkers] (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2010,Net imports [Imports - Exports - Bunkers] (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2015,Net imports [Imports - Exports - Bunkers] (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2017,Net imports [Imports - Exports - Bunkers] (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2018,Net imports [Imports - Exports - Bunkers] (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2019,Net imports [Imports - Exports - Bunkers] (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,1995,Total supply (petajoules),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2000,Total supply (petajoules),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2005,Total supply (petajoules),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2010,Total supply (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2015,Total supply (petajoules),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2017,Total supply (petajoules),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2018,Total supply (petajoules),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2019,Total supply (petajoules),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,1995,Supply per capita (gigajoules),158,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2000,Supply per capita (gigajoules),152,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2005,Supply per capita (gigajoules),156,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2010,Supply per capita (gigajoules),161,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2015,Supply per capita (gigajoules),160,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2017,Supply per capita (gigajoules),168,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2018,Supply per capita (gigajoules),166,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
585,Palau,2019,Supply per capita (gigajoules),169,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,1995,Primary energy production (petajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2000,Primary energy production (petajoules),28,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2005,Primary energy production (petajoules),32,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2010,Primary energy production (petajoules),26,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2015,Primary energy production (petajoules),36,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2017,Primary energy production (petajoules),42,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2018,Primary energy production (petajoules),44,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2019,Primary energy production (petajoules),34,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,1995,Net imports [Imports - Exports - Bunkers] (petajoules),49,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2000,Net imports [Imports - Exports - Bunkers] (petajoules),75,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2005,Net imports [Imports - Exports - Bunkers] (petajoules),89,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2010,Net imports [Imports - Exports - Bunkers] (petajoules),98,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2015,Net imports [Imports - Exports - Bunkers] (petajoules),113,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2017,Net imports [Imports - Exports - Bunkers] (petajoules),135,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2018,Net imports [Imports - Exports - Bunkers] (petajoules),141,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2019,Net imports [Imports - Exports - Bunkers] (petajoules),175,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,1995,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2000,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2005,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2010,Changes in stocks (petajoules),-20,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2015,Changes in stocks (petajoules),-21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2017,Changes in stocks (petajoules),-11,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2018,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2019,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,1995,Total supply (petajoules),71,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2000,Total supply (petajoules),105,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2005,Total supply (petajoules),122,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2010,Total supply (petajoules),144,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2015,Total supply (petajoules),171,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2017,Total supply (petajoules),188,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2018,Total supply (petajoules),186,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2019,Total supply (petajoules),210,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,1995,Supply per capita (gigajoules),26,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2000,Supply per capita (gigajoules),35,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2005,Supply per capita (gigajoules),38,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2010,Supply per capita (gigajoules),39,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2015,Supply per capita (gigajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2017,Supply per capita (gigajoules),46,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2018,Supply per capita (gigajoules),45,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
591,Panama,2019,Supply per capita (gigajoules),49,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,1995,Primary energy production (petajoules),263,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2000,Primary energy production (petajoules),220,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2005,Primary energy production (petajoules),174,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2010,Primary energy production (petajoules),95,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
